,title,query
372,"Điều 44: Trình tự, thủ tục thụ lý, giải quyết vụ việc dân sự trong trường hợp chưa có điều luật để áp dụng Trình tự, thủ tục thụ lý, giải quyết vụ việc dân sự trong trường hợp chưa có điều luật để áp dụng được thực hiện theo quy định của Bộ luật này","Khi không có quy định cụ thể, Tòa án có thẩm quyền giải quyết vụ việc dân sự như thế nào?"
443,"Điều 190: Gửi đơn khởi kiện đến Tòa án Người khởi kiện gửi đơn khởi kiện kèm theo tài liệu, chứng cứ mà mình hiện có đến Tòa án có thẩm quyền giải quyết vụ án bằng các phương thức sau đây Nộp trực tiếp tại Tòa án Gửi đến Tòa án theo đường dịch vụ bưu chính Gửi trực tuyến bằng hình thức điện tử qua Cổng thông tin điện tử của Tòa án (nếu có): Ngày khởi kiện là ngày đương sự nộp đơn khởi kiện tại Tòa án hoặc ngày được ghi trên dấu của tổ chức dịch vụ bưu chính nơi gửi: Trường hợp không xác định được ngày, tháng, năm theo dấu bưu chính nơi gửi thì ngày khởi kiện là ngày đương sự gửi đơn tại tổ chức dịch vụ bưu chính: Đương sự phải chứng minh ngày mình gửi đơn tại tổ chức dịch vụ bưu chính trường hợp đương sự không chứng minh được thì ngày khởi kiện là ngày Tòa án nhận được đơn khởi kiện do tổ chức dịch vụ bưu chính chuyển đến: Trường hợp người khởi kiện gửi đơn khởi kiện bằng phương thức gửi trực tuyến thì ngày khởi kiện là ngày gửi đơn: Trường hợp chuyển vụ án cho Tòa án khác theo quy định tại Điều 41 của Bộ luật này thì ngày khởi kiện là ngày gửi đơn khởi kiện đến Tòa án đã thụ lý nhưng không đúng thẩm quyền và được xác định theo quy định tại khoản 2 và khoản 3 Điều này: Tòa án nhân dân tối cao hướng dẫn thi hành Điều này",Điều gì xảy ra nếu đương sự không thể xác minh ngày gửi đơn tại tổ chức dịch vụ bưu chính?
28,"Điều 129: Cấm tiếp xúc với nạn nhân bạo lực gia đình Cấm người có hành vi bạo lực gia đình tiếp xúc với nạn nhân bạo lực gia đình được áp dụng nếu biện pháp đó là cần thiết để bảo vệ tính mạng, sức khỏe, danh dự của nạn nhân bạo lực gia đình theo quy định của Luật phòng chống bạo lực gia đình",Người có hành vi bạo lực gia đình có quyền phản đối quyết định cấm tiếp xúc không?
350,"Điều 133: Thủ tục áp dụng biện pháp khẩn cấp tạm thời Người yêu cầu Tòa án áp dụng biện pháp khẩn cấp tạm thời phải làm đơn gửi đến Tòa án có thẩm quyền: Đơn yêu cầu áp dụng biện pháp khẩn cấp tạm thời phải có các nội dung chính sau đây Ngày, tháng, năm làm đơn Tên, địa chỉ số điện thoại, fax, địa chỉ thư điện tử (nếu có) của người yêu cầu áp dụng biện pháp khẩn cấp tạm thời Tên, địa chỉ số điện thoại, fax, địa chỉ thư điện tử (nếu có) của người bị yêu cầu áp dụng biện pháp khẩn cấp tạm thời Tóm tắt nội dung tranh chấp hoặc hành vi xâm phạm quyền và lợi ích hợp pháp của mình Lý do cần phải áp dụng biện pháp khẩn cấp tạm thời Biện pháp khẩn cấp tạm thời cần được áp dụng và các yêu cầu cụ thể: Tuỳ theo yêu cầu áp dụng biện pháp khẩn cấp tạm thời mà người yêu cầu phải cung cấp cho Tòa án chứng cứ để chứng minh cho sự cần thiết phải áp dụng biện pháp khẩn cấp tạm thời đó: Yêu cầu áp dụng biện pháp khẩn cấp tạm thời trong trường hợp quy định tại khoản 1 Điều 111 của Bộ luật này được giải quyết như sau Trường hợp Tòa án nhận đơn yêu cầu trước khi mở phiên tòa thì Thẩm phán được phân công giải quyết vụ án phải xem xét, giải quyết: Trong thời hạn 03 ngày làm việc, kể từ ngày nhận đơn, nếu người yêu cầu không phải thực hiện biện pháp bảo đảm hoặc ngay sau khi người đó thực hiện xong biện pháp bảo đảm quy định tại Điều 136 của Bộ luật này thì Thẩm phán phải ra ngay quyết định áp dụng biện pháp khẩn cấp tạm thời nếu không chấp nhận yêu cầu thì Thẩm phán phải thông báo bằng văn bản và nêu rõ lý do cho người yêu cầu Trường hợp Hội đồng xét xử nhận đơn yêu cầu áp dụng biện pháp khẩn cấp tạm thời tại phiên tòa thì Hội đồng xét xử xem xét, thảo luận, giải quyết tại phòng xử án: Nếu chấp nhận thì Hội đồng xét xử ra quyết định áp dụng biện pháp khẩn cấp tạm thời ngay hoặc sau khi người yêu cầu đã thực hiện xong biện pháp bảo đảm quy định tại Điều 136 của Bộ luật này: Việc thực hiện biện pháp bảo đảm được bắt đầu từ thời điểm Hội đồng xét xử ra quyết định buộc thực hiện biện pháp bảo đảm, nhưng người yêu cầu phải xuất trình chứng cứ về việc đã thực hiện xong biện pháp bảo đảm trước khi Hội đồng xét xử vào phòng nghị án nếu không chấp nhận yêu cầu áp dụng biện pháp khẩn cấp tạm thời thì Hội đồng xét xử phải thông báo ngay tại phòng xử án và ghi vào biên bản phiên tòa: Đối với trường hợp yêu cầu áp dụng biện pháp khẩn cấp tạm thời quy định tại khoản 2 Điều 111 của Bộ luật này thì sau khi nhận được đơn yêu cầu cùng với đơn khởi kiện và chứng cứ kèm theo, Chánh án Tòa án phân công ngay một Thẩm phán thụ lý giải quyết đơn yêu cầu: Trong thời hạn 48 giờ, kể từ thời điểm nhận được đơn yêu cầu, Thẩm phán phải xem xét và ra quyết định áp dụng biện pháp khẩn cấp tạm thời nếu không chấp nhận yêu cầu thì Thẩm phán phải thông báo bằng văn bản và nêu rõ lý do cho người yêu cầu biết: Trường hợp áp dụng biện pháp khẩn cấp tạm thời quy định tại khoản 10 và khoản 11 Điều 114 của Bộ luật này thì chỉ được phong tỏa tài khoản, tài sản có giá trị tương đương với nghĩa vụ tài sản mà người bị áp dụng biện pháp khẩn cấp tạm thời có nghĩa vụ phải thực hiện",Thủ tục áp dụng biện pháp khẩn cấp tạm thời được thực hiện như thế nào theo quy định tại Điều 133 của Bộ luật dân sự?
196,"Điều 385: Công bố thông báo tìm kiếm người vắng mặt tại nơi cư trú Trong thời hạn 01 tháng, kể từ ngày Tòa án ra quyết định thông báo tìm kiếm người vắng mặt tại nơi cư trú, thông báo này phải được đăng trên một trong các báo hàng ngày của trung ương trong ba số liên tiếp, Cổng thông tin điện tử của Tòa án, Ủy ban nhân dân cấp tỉnh (nếu có) và phát sóng trên Đài phát thanh hoặc Đài truyền hình của trung ương ba lần trong 03 ngày liên tiếp: Chi phí cho việc đăng, phát thông báo tìm kiếm người vắng mặt tại nơi cư trú do người yêu cầu chịu",Thông báo tìm kiếm người vắng mặt có yêu cầu gì đối với Cổng thông tin điện tử của Tòa án?
240,"Điều 39: Thẩm quyền của Tòa án theo lãnh thổ Thẩm quyền giải quyết vụ án dân sự của Tòa án theo lãnh thổ được xác định như sau Tòa án nơi bị đơn cư trú, làm việc, nếu bị đơn là cá nhân hoặc nơi bị đơn có trụ sở, nếu bị đơn là cơ quan, tổ chức có thẩm quyền giải quyết theo thủ tục sơ thẩm những tranh chấp về dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động quy định tại các điều 26, 28, 30 và 32 của Bộ luật này Các đương sự có quyền tự thoả thuận với nhau bằng văn bản yêu cầu Tòa án nơi cư trú, làm việc của nguyên đơn, nếu nguyên đơn là cá nhân hoặc nơi có trụ sở của nguyên đơn, nếu nguyên đơn là cơ quan, tổ chức giải quyết những tranh chấp về dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động quy định tại các điều 26, 28, 30 và 32 của Bộ luật này Đối tượng tranh chấp là bất động sản thì chỉ Tòa án nơi có bất động sản có thẩm quyền giải quyết: Thẩm quyền giải quyết việc dân sự của Tòa án theo lãnh thổ được xác định như sau Tòa án nơi người bị yêu cầu tuyên bố mất năng lực hành vi dân sự, bị hạn chế năng lực hành vi dân sự hoặc có khó khăn trong nhận thức, làm chủ hành vi cư trú, làm việc có thẩm quyền giải quyết yêu cầu tuyên bố một người mất năng lực hành vi dân sự, bị hạn chế năng lực hành vi dân sự hoặc có khó khăn trong nhận thức, làm chủ hành vi Tòa án nơi người bị yêu cầu thông báo tìm kiếm vắng mặt tại nơi cư trú, bị yêu cầu tuyên bố mất tích hoặc là đã chết có nơi cư trú cuối cùng có thẩm quyền giải quyết yêu cầu thông báo tìm kiếm người vắng mặt tại nơi cư trú và quản lý tài sản của người đó, yêu cầu tuyên bố một người mất tích hoặc là đã chết Tòa án nơi người yêu cầu hủy bỏ quyết định tuyên bố một người mất năng lực hành vi dân sự, bị hạn chế năng lực hành vi dân sự hoặc có khó khăn trong nhận thức, làm chủ hành vi cư trú, làm việc có thẩm quyền hủy bỏ quyết định tuyên bố một người mất năng lực hành vi dân sự, bị hạn chế năng lực hành vi dân sự hoặc có khó khăn trong nhận thức, làm chủ hành vi: Tòa án đã ra quyết định tuyên bố một người mất tích hoặc là đã chết có thẩm quyền giải quyết yêu cầu hủy bỏ quyết định tuyên bố một người mất tích hoặc là đã chết Tòa án nơi người phải thi hành bản án, quyết định dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động của Tòa án nước ngoài cư trú, làm việc, nếu người phải thi hành án là cá nhân hoặc nơi người phải thi hành án có trụ sở, nếu người phải thi hành án là cơ quan, tổ chức hoặc nơi có tài sản liên quan đến việc thi hành bản án, quyết định của Tòa án nước ngoài có thẩm quyền giải quyết yêu cầu công nhận và cho thi hành tại Việt Nam hoặc không công nhận bản án, quyết định dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động của Tòa án nước ngoài Tòa án nơi người gửi đơn cư trú, làm việc, nếu người gửi đơn là cá nhân hoặc nơi người gửi đơn có trụ sở, nếu người gửi đơn là cơ quan, tổ chức có thẩm quyền giải quyết yêu cầu không công nhận bản án, quyết định dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động của Tòa án nước ngoài không có yêu cầu thi hành tại Việt Nam Tòa án nơi người phải thi hành phán quyết của Trọng tài nước ngoài cư trú, làm việc, nếu người phải thi hành là cá nhân hoặc nơi người phải thi hành có trụ sở, nếu người phải thi hành là cơ quan, tổ chức hoặc nơi có tài sản liên quan đến việc thi hành phán quyết của Trọng tài nước ngoài có thẩm quyền giải quyết yêu cầu công nhận và cho thi hành tại Việt Nam phán quyết của Trọng tài nước ngoài Tòa án nơi việc đăng ký kết hôn trái pháp luật được thực hiện có thẩm quyền giải quyết yêu cầu hủy việc kết hôn trái pháp luật Tòa án nơi một trong các bên thuận tình ly hôn, thỏa thuận nuôi con, chia tài sản khi ly hôn cư trú, làm việc có thẩm quyền giải quyết yêu cầu công nhận thuận tình ly hôn, thỏa thuận nuôi con, chia tài sản khi ly hôn Tòa án nơi một trong các bên thoả thuận về thay đổi người trực tiếp nuôi con sau khi ly hôn cư trú, làm việc có thẩm quyền giải quyết yêu cầu công nhận sự thoả thuận về thay đổi người trực tiếp nuôi con sau khi ly hôn: Trường hợp cơ quan, tổ chức, cá nhân yêu cầu thay đổi người trực tiếp nuôi con sau khi ly hôn thì Tòa án nơi người con đang cư trú có thẩm quyền giải quyết Tòa án nơi cha hoặc mẹ của con chưa thành niên cư trú, làm việc có thẩm quyền giải quyết yêu cầu hạn chế quyền của cha, mẹ đối với con chưa thành niên hoặc quyền thăm nom con sau khi ly hôn Tòa án nơi cha, mẹ nuôi hoặc con nuôi cư trú, làm việc có thẩm quyền giải quyết yêu cầu chấm dứt việc nuôi con nuôi Tòa án nơi tổ chức hành nghề công chứng đã thực hiện việc công chứng có trụ sở có thẩm quyền giải quyết yêu cầu tuyên bố văn bản công chứng vô hiệu Tòa án nơi cơ quan thi hành án có thẩm quyền thi hành án có trụ sở hoặc nơi có tài sản liên quan đến việc thi hành án có thẩm quyền giải quyết yêu cầu xác định quyền sở hữu, quyền sử dụng tài sản, phân chia tài sản chung để thi hành án và yêu cầu khác theo quy định của Luật thi hành án dân sự Thẩm quyền của Tòa án theo lãnh thổ giải quyết yêu cầu liên quan đến việc Trọng tài thương mại Việt Nam giải quyết tranh chấp được thực hiện theo quy định của pháp luật về Trọng tài thương mại Tòa án nơi có tài sản có thẩm quyền giải quyết yêu cầu công nhận tài sản đó có trên lãnh thổ Việt Nam là vô chủ, công nhận quyền sở hữu của người đang quản lý đối với tài sản vô chủ trên lãnh thổ Việt Nam Tòa án nơi người mang thai hộ cư trú, làm việc có thẩm quyền giải quyết yêu cầu liên quan đến việc mang thai hộ Tòa án nơi cư trú, làm việc của một trong những người có tài sản chung có thẩm quyền giải quyết yêu cầu công nhận thỏa thuận chấm dứt hiệu lực của việc chia tài sản chung trong thời kỳ hôn nhân đã được thực hiện theo bản án, quyết định của Tòa án Tòa án nơi người yêu cầu cư trú, làm việc có thẩm quyền giải quyết yêu cầu công nhận kết quả hòa giải thành ngoài Tòa án Tòa án nơi cư trú, làm việc của người yêu cầu có thẩm quyền giải quyết yêu cầu tuyên bố vô hiệu thỏa thuận về chế độ tài sản của vợ chồng theo quy định của pháp luật hôn nhân và gia đình xác định cha, mẹ cho con hoặc con cho cha, mẹ theo quy định của pháp luật về hôn nhân và gia đình Tòa án nơi có trụ sở của doanh nghiệp có thẩm quyền giải quyết yêu cầu hủy bỏ nghị quyết của Đại hội cổ đông, nghị quyết của Hội đồng thành viên Tòa án nơi giao kết hoặc thực hiện hợp đồng lao động, thỏa ước lao động tập thể có thẩm quyền giải quyết yêu cầu tuyên bố hợp đồng lao động, thỏa ước lao động tập thể đó vô hiệu Tòa án nơi xảy ra cuộc đình công có thẩm quyền giải quyết yêu cầu xét tính hợp pháp của cuộc đình công Thẩm quyền của Tòa án theo lãnh thổ giải quyết yêu cầu bắt giữ tàu bay, tàu biển được thực hiện theo quy định tại Điều 421 của Bộ luật này: Trường hợp vụ án dân sự đã được Tòa án thụ lý và đang giải quyết theo đúng quy định của Bộ luật này về thẩm quyền của Tòa án theo lãnh thổ thì phải được Tòa án đó tiếp tục giải quyết mặc dù trong quá trình giải quyết vụ án có sự thay đổi nơi cư trú, trụ sở hoặc địa chỉ giao dịch của đương sự",Thẩm quyền giải quyết vụ án dân sự của Tòa án dựa vào những tiêu chí gì theo Điều 39?
292,"Điều 139: Hiệu lực của quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời Quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời có hiệu lực thi hành ngay: Tòa án phải cấp hoặc gửi quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời ngay sau khi ra quyết định cho người có yêu cầu, người bị áp dụng biện pháp khẩn cấp tạm thời, cơ quan, tổ chức, cá nhân có liên quan, cơ quan thi hành án dân sự có thẩm quyền và Viện kiểm sát cùng cấp","Điều 139 đề cập đến việc cơ quan thi hành án dân sự có thẩm quyền và Viện kiểm sát cùng cấp phải nhận quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời. Tại sao họ cần được thông báo về quyết định này?"
121,"Điều 490: Xử lý hành vi cố ý không có mặt theo giấy triệu tập của Tòa án Người làm chứng, người phiên dịch, người giám định đã được Tòa án triệu tập hợp lệ nhưng cố ý không đến Tòa án hoặc không có mặt tại phiên tòa, phiên họp mà không có lý do chính đáng và nếu sự vắng mặt của họ gây trở ngại cho việc thu thập, xác minh chứng cứ hoặc giải quyết vụ việc thì bị xử phạt hành chính theo quy định của pháp luật: Trong trường hợp quy định tại khoản 1 Điều này, Tòa án có quyền ra quyết định dẫn giải người làm chứng đến phiên tòa, phiên họp, trừ trường hợp người làm chứng là người chưa thành niên: Quyết định dẫn giải người làm chứng phải ghi rõ thời gian, địa điểm ra quyết định họ, tên, chức vụ người ra quyết định họ, tên, ngày, tháng, năm sinh, nơi cư trú của người làm chứng thời gian, địa điểm người làm chứng phải có mặt: Cơ quan công an có nhiệm vụ thi hành quyết định của Tòa án dẫn giải người làm chứng: Người thi hành quyết định dẫn giải người làm chứng phải đọc, giải thích quyết định dẫn giải cho người bị dẫn giải biết và lập biên bản về việc dẫn giải","Trường hợp người làm chứng là người chưa thành niên và cố ý không đến phiên tòa, liệu quyết định dẫn giải có thể áp dụng đối với họ, và liệu có biện pháp nào đặc biệt để đảm bảo quyền lợi cho người làm chứng nhỏ tuổi trong quy trình này không?"
111,"Điều 462: Xét kháng cáo, kháng nghị Tòa án nhân dân cấp cao xét lại quyết định của Tòa án nhân dân cấp tỉnh bị kháng cáo, kháng nghị trong thời hạn 01 tháng, kể từ ngày nhận được hồ sơ trường hợp cần phải yêu cầu giải thích theo quy định tại khoản 1 Điều 457 của Bộ luật này thì thời hạn này được kéo dài, nhưng không quá 02 tháng: Thành phần Hội đồng xét quyết định bị kháng cáo, kháng nghị gồm ba Thẩm phán, trong đó có một Thẩm phán làm chủ tọa theo sự phân công của Chánh án Tòa án nhân dân cấp cao: Phiên họp xét lại quyết định bị kháng cáo, kháng nghị được tiến hành như phiên họp xét đơn yêu cầu quy định tại Điều 458 của Bộ luật này: Hội đồng xét quyết định bị kháng cáo, kháng nghị có các quyền sau đây Giữ nguyên quyết định của Tòa án cấp sơ thẩm Sửa một phần hoặc toàn bộ quyết định của Tòa án cấp sơ thẩm Tạm đình chỉ giải quyết kháng cáo, kháng nghị Đình chỉ giải quyết kháng cáo, kháng nghị Hủy quyết định của Tòa án cấp sơ thẩm và chuyển hồ sơ cho Tòa án cấp sơ thẩm để giải quyết lại theo thủ tục sơ thẩm Hủy quyết định sơ thẩm và đình chỉ giải quyết đơn yêu cầu khi có một trong các căn cứ quy định tại khoản 3 Điều 457 của Bộ luật này: Hội đồng xét quyết định bị kháng cáo, kháng nghị đình chỉ giải quyết kháng cáo, kháng nghị trong các trường hợp sau đây Đương sự kháng cáo rút toàn bộ kháng cáo hoặc Viện kiểm sát rút toàn bộ kháng nghị Đương sự kháng cáo đã được triệu tập hợp lệ lần thứ hai mà vẫn vắng mặt và không có đơn yêu cầu giải quyết vắng mặt: Trường hợp đương sự kháng cáo rút toàn bộ kháng cáo hoặc Viện kiểm sát rút toàn bộ kháng nghị trước khi Tòa án cấp phúc thẩm ra quyết định mở phiên họp xét kháng cáo, kháng nghị thì Thẩm phán được phân công làm chủ tọa phiên họp ra quyết định đình chỉ giải quyết kháng cáo, kháng nghị: Trường hợp đương sự kháng cáo rút toàn bộ kháng cáo, Viện kiểm sát rút toàn bộ kháng nghị sau khi Tòa án cấp phúc thẩm ra quyết định mở phiên họp xét kháng cáo, kháng nghị thì Hội đồng xét kháng cáo, kháng nghị ra quyết định đình chỉ giải quyết xét kháng cáo, kháng nghị: Trong các trường hợp này, quyết định của Tòa án cấp sơ thẩm có hiệu lực pháp luật từ ngày Tòa án cấp phúc thẩm ra quyết định đình chỉ xét kháng cáo, kháng nghị: Hội đồng xét quyết định bị kháng cáo, kháng nghị hủy quyết định của Tòa án cấp sơ thẩm và chuyển hồ sơ cho Tòa án cấp sơ thẩm để giải quyết lại theo thủ tục sơ thẩm trong các trường hợp sau đây Việc chứng minh của đương sự phản đối việc công nhận phán quyết của Trọng tài nước ngoài hoặc căn cứ để Tòa án cấp sơ thẩm ra quyết định công nhận hoặc không công nhận phán quyết của Trọng tài nước ngoài không đúng quy định tại Chương XXXV và Chương XXXVII của Bộ luật này, các quy định khác có liên quan của pháp luật Việt Nam và điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên Thành phần của Hội đồng xét đơn của Tòa án cấp sơ thẩm không đúng quy định tại Chương XXXVII của Bộ luật này hoặc có vi phạm nghiêm trọng khác về thủ tục tố tụng ảnh hưởng đến quyền và lợi ích hợp pháp của đương sự: Quyết định của Tòa án nhân dân cấp cao có hiệu lực pháp luật kể từ ngày ra quyết định và có thể bị kháng nghị theo thủ tục giám đốc thẩm, tái thẩm theo quy định của Bộ luật này","Nếu Hội đồng xét quyết định bị kháng cáo, kháng nghị sửa một phần hoặc toàn bộ quyết định của Tòa án cấp sơ thẩm, liệu đối tượng kháng cáo có quyền lợi gì trong việc này và quy trình giải quyết sẽ như thế nào?"
287,"Điều 352: Căn cứ để kháng nghị theo thủ tục tái thẩm Bản án, quyết định của Tòa án đã có hiệu lực pháp luật bị kháng nghị theo thủ tục tái thẩm khi có một trong những căn cứ sau đây Mới phát hiện được tình tiết quan trọng của vụ án mà đương sự đã không thể biết được trong quá trình giải quyết vụ án Có cơ sở chứng minh kết luận của người giám định, lời dịch của người phiên dịch không đúng sự thật hoặc có giả mạo chứng cứ Thẩm phán, Hội thẩm nhân dân, Kiểm sát viên cố ý làm sai lệch hồ sơ vụ án hoặc cố ý kết luận trái pháp luật Bản án, quyết định hình sự, hành chính, dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động của Tòa án hoặc quyết định của cơ quan nhà nước mà Tòa án căn cứ vào đó để giải quyết vụ án đã bị hủy bỏ",Điều 352 đề cập đến nhiều loại quyết định của Tòa án mà có thể bị kháng nghị. Quyết định này liên quan đến những lĩnh vực nào?
355,"Điều 133: Thủ tục áp dụng biện pháp khẩn cấp tạm thời Người yêu cầu Tòa án áp dụng biện pháp khẩn cấp tạm thời phải làm đơn gửi đến Tòa án có thẩm quyền: Đơn yêu cầu áp dụng biện pháp khẩn cấp tạm thời phải có các nội dung chính sau đây Ngày, tháng, năm làm đơn Tên, địa chỉ số điện thoại, fax, địa chỉ thư điện tử (nếu có) của người yêu cầu áp dụng biện pháp khẩn cấp tạm thời Tên, địa chỉ số điện thoại, fax, địa chỉ thư điện tử (nếu có) của người bị yêu cầu áp dụng biện pháp khẩn cấp tạm thời Tóm tắt nội dung tranh chấp hoặc hành vi xâm phạm quyền và lợi ích hợp pháp của mình Lý do cần phải áp dụng biện pháp khẩn cấp tạm thời Biện pháp khẩn cấp tạm thời cần được áp dụng và các yêu cầu cụ thể: Tuỳ theo yêu cầu áp dụng biện pháp khẩn cấp tạm thời mà người yêu cầu phải cung cấp cho Tòa án chứng cứ để chứng minh cho sự cần thiết phải áp dụng biện pháp khẩn cấp tạm thời đó: Yêu cầu áp dụng biện pháp khẩn cấp tạm thời trong trường hợp quy định tại khoản 1 Điều 111 của Bộ luật này được giải quyết như sau Trường hợp Tòa án nhận đơn yêu cầu trước khi mở phiên tòa thì Thẩm phán được phân công giải quyết vụ án phải xem xét, giải quyết: Trong thời hạn 03 ngày làm việc, kể từ ngày nhận đơn, nếu người yêu cầu không phải thực hiện biện pháp bảo đảm hoặc ngay sau khi người đó thực hiện xong biện pháp bảo đảm quy định tại Điều 136 của Bộ luật này thì Thẩm phán phải ra ngay quyết định áp dụng biện pháp khẩn cấp tạm thời nếu không chấp nhận yêu cầu thì Thẩm phán phải thông báo bằng văn bản và nêu rõ lý do cho người yêu cầu Trường hợp Hội đồng xét xử nhận đơn yêu cầu áp dụng biện pháp khẩn cấp tạm thời tại phiên tòa thì Hội đồng xét xử xem xét, thảo luận, giải quyết tại phòng xử án: Nếu chấp nhận thì Hội đồng xét xử ra quyết định áp dụng biện pháp khẩn cấp tạm thời ngay hoặc sau khi người yêu cầu đã thực hiện xong biện pháp bảo đảm quy định tại Điều 136 của Bộ luật này: Việc thực hiện biện pháp bảo đảm được bắt đầu từ thời điểm Hội đồng xét xử ra quyết định buộc thực hiện biện pháp bảo đảm, nhưng người yêu cầu phải xuất trình chứng cứ về việc đã thực hiện xong biện pháp bảo đảm trước khi Hội đồng xét xử vào phòng nghị án nếu không chấp nhận yêu cầu áp dụng biện pháp khẩn cấp tạm thời thì Hội đồng xét xử phải thông báo ngay tại phòng xử án và ghi vào biên bản phiên tòa: Đối với trường hợp yêu cầu áp dụng biện pháp khẩn cấp tạm thời quy định tại khoản 2 Điều 111 của Bộ luật này thì sau khi nhận được đơn yêu cầu cùng với đơn khởi kiện và chứng cứ kèm theo, Chánh án Tòa án phân công ngay một Thẩm phán thụ lý giải quyết đơn yêu cầu: Trong thời hạn 48 giờ, kể từ thời điểm nhận được đơn yêu cầu, Thẩm phán phải xem xét và ra quyết định áp dụng biện pháp khẩn cấp tạm thời nếu không chấp nhận yêu cầu thì Thẩm phán phải thông báo bằng văn bản và nêu rõ lý do cho người yêu cầu biết: Trường hợp áp dụng biện pháp khẩn cấp tạm thời quy định tại khoản 10 và khoản 11 Điều 114 của Bộ luật này thì chỉ được phong tỏa tài khoản, tài sản có giá trị tương đương với nghĩa vụ tài sản mà người bị áp dụng biện pháp khẩn cấp tạm thời có nghĩa vụ phải thực hiện","Trong trường hợp người yêu cầu không phải thực hiện biện pháp bảo đảm, việc áp dụng biện pháp khẩn cấp tạm thời có thời hạn như thế nào?"
419,Điều 126: Phong tỏa tài sản của người có nghĩa vụ Phong tỏa tài sản của người có nghĩa vụ được áp dụng nếu trong quá trình giải quyết vụ án có căn cứ cho thấy người có nghĩa vụ có tài sản và việc áp dụng biện pháp này là cần thiết để bảo đảm cho việc giải quyết vụ án hoặc việc thi hành án,Người có nghĩa vụ có khả năng tham gia vào quá trình quyết định về việc phong tỏa tài sản của họ không?
338,"Điều 368: Quyết định việc thay đổi người tiến hành tố tụng khi giải quyết việc dân sự Trước khi mở phiên họp, việc thay đổi Thẩm phán, Thư ký phiên họp do Chánh án của Tòa án đang giải quyết việc dân sự đó quyết định nếu Thẩm phán bị thay đổi là Chánh án của Tòa án đang giải quyết việc dân sự đó thì việc thay đổi do Chánh án Tòa án trên một cấp trực tiếp quyết định: Tại phiên họp giải quyết việc dân sự, việc thay đổi Thẩm phán, Thư ký phiên họp được thực hiện như sau Trường hợp việc dân sự do một Thẩm phán giải quyết thì việc thay đổi Thẩm phán, Thư ký phiên họp do Chánh án của Tòa án đang giải quyết việc dân sự đó quyết định nếu Thẩm phán bị thay đổi là Chánh án của Tòa án đang giải quyết việc dân sự đó thì việc thay đổi do Chánh án Tòa án trên một cấp trực tiếp quyết định Trường hợp việc dân sự do Hội đồng giải quyết việc dân sự gồm ba Thẩm phán giải quyết thì việc thay đổi thành viên Hội đồng, Thư ký phiên họp do Hội đồng giải quyết việc dân sự quyết định: Trước khi mở phiên họp, việc thay đổi Kiểm sát viên do Viện trưởng Viện kiểm sát cùng cấp quyết định: Tại phiên họp, việc thay đổi Kiểm sát viên do Thẩm phán, Hội đồng giải quyết việc dân sự quyết định: Trường hợp phải thay đổi Kiểm sát viên thì Thẩm phán, Hội đồng giải quyết việc dân sự ra quyết định hoãn phiên họp và thông báo cho Viện kiểm sát: Việc cử Kiểm sát viên thay thế Kiểm sát viên bị thay đổi do Viện trưởng Viện kiểm sát cùng cấp quyết định: Nếu Kiểm sát viên bị thay đổi là Viện trưởng Viện kiểm sát thì do Viện trưởng Viện kiểm sát cấp trên trực tiếp quyết định",Làm thế nào để kiểm soát quy trình thay đổi Kiểm sát viên khi cần thiết trong việc giải quyết việc dân sự?
