,context,question,answer
39,Điều 167: Chi phí cho người làm chứng Chi phí hợp lý và thực tế cho người làm chứng do đương sự chịu: Người đề nghị Tòa án triệu tập người làm chứng phải chịu tiền chi phí cho người làm chứng nếu lời làm chứng phù hợp với sự thật nhưng không đúng với yêu cầu của người đề nghị: Trường hợp lời làm chứng phù hợp với sự thật và đúng với yêu cầu của người đề nghị triệu tập người làm chứng thì chi phí này do đương sự có yêu cầu độc lập với yêu cầu của người đề nghị chịu,Ai chịu trách nhiệm chi trả chi phí cho người làm chứng theo Điều 167?,"Theo Điều 167, người đề nghị Tòa án triệu tập người làm chứng chịu trách nhiệm chi trả chi phí cho người làm chứng."
75,"Điều 106: Yêu cầu cơ quan, tổ chức, cá nhân cung cấp tài liệu, chứng cứ Đương sự có quyền yêu cầu cơ quan, tổ chức, cá nhân cung cấp tài liệu, chứng cứ: Khi yêu cầu cơ quan, tổ chức, cá nhân cung cấp tài liệu, chứng cứ, đương sự phải làm văn bản yêu cầu ghi rõ tài liệu, chứng cứ cần cung cấp lý do cung cấp họ, tên, địa chỉ của cá nhân, tên, địa chỉ của cơ quan, tổ chức đang quản lý, lưu giữ tài liệu, chứng cứ cần cung cấp: Cơ quan, tổ chức, cá nhân có trách nhiệm cung cấp tài liệu, chứng cứ cho đương sự trong thời hạn 15 ngày, kể từ ngày nhận được yêu cầu trường hợp không cung cấp được thì phải trả lời bằng văn bản và nêu rõ lý do cho người có yêu cầu: Trường hợp đương sự đã áp dụng các biện pháp cần thiết để thu thập tài liệu, chứng cứ mà vẫn không thể tự mình thu thập được thì có thể đề nghị Tòa án ra quyết định yêu cầu cơ quan, tổ chức, cá nhân đang lưu giữ, quản lý tài liệu, chứng cứ cung cấp cho mình hoặc đề nghị Tòa án tiến hành thu thập tài liệu, chứng cứ nhằm bảo đảm cho việc giải quyết vụ việc dân sự đúng đắn: Đương sự yêu cầu Tòa án thu thập tài liệu, chứng cứ phải làm đơn ghi rõ vấn đề cần chứng minh tài liệu, chứng cứ cần thu thập lý do mình không tự thu thập được họ, tên, địa chỉ của cá nhân, tên, địa chỉ của cơ quan, tổ chức đang quản lý, lưu giữ tài liệu, chứng cứ cần thu thập: Trường hợp có yêu cầu của đương sự hoặc khi xét thấy cần thiết, Tòa án ra quyết định yêu cầu cơ quan, tổ chức, cá nhân đang quản lý, lưu giữ cung cấp tài liệu, chứng cứ cho Tòa án: Cơ quan, tổ chức, cá nhân đang quản lý, lưu giữ tài liệu, chứng cứ có trách nhiệm cung cấp đầy đủ tài liệu, chứng cứ theo yêu cầu của Tòa án trong thời hạn 15 ngày, kể từ ngày nhận được yêu cầu hết thời hạn này mà không cung cấp đầy đủ tài liệu, chứng cứ theo yêu cầu của Tòa án thì cơ quan, tổ chức, cá nhân được yêu cầu phải trả lời bằng văn bản và nêu rõ lý do: Cơ quan, tổ chức, cá nhân không thực hiện yêu cầu của Tòa án mà không có lý do chính đáng thì tùy theo tính chất, mức độ vi phạm có thể bị xử phạt hành chính hoặc truy cứu trách nhiệm hình sự theo quy định của pháp luật: Việc xử phạt hành chính hoặc truy cứu trách nhiệm hình sự theo quy định của pháp luật đối với cơ quan, tổ chức, cá nhân không phải là lý do miễn nghĩa vụ cung cấp tài liệu, chứng cứ cho Tòa án: Trường hợp Viện kiểm sát có yêu cầu cung cấp tài liệu, chứng cứ thì cơ quan, tổ chức, cá nhân có trách nhiệm thực hiện theo quy định tại khoản 3 Điều này","Đương sự có quyền yêu cầu cơ quan, tổ chức, cá nhân cung cấp tài liệu, chứng cứ trong tố tụng không? Nếu có, họ phải thực hiện những gì để yêu cầu này?","Trong tố tụng, đương sự có quyền yêu cầu cơ quan, tổ chức, cá nhân cung cấp tài liệu, chứng cứ. Để yêu cầu này, họ phải làm văn bản yêu cầu ghi rõ tài liệu, chứng cứ cần cung cấp, lý do cung cấp, và thông tin về cá nhân, cơ quan, tổ chức đang quản lý, lưu giữ tài liệu, chứng cứ cần yêu cầu."
143,"Điều 488: Thẩm quyền, thủ tục xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án Thẩm quyền xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án được xác định như sau Tòa án nhân dân cấp huyện nơi cơ quan thi hành án dân sự đang tổ chức việc thi hành án có trụ sở, có thẩm quyền xét đề nghị việc miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước Tòa án nhân dân cấp tỉnh có thẩm quyền xem xét theo thủ tục phúc thẩm đối với quyết định miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án bị Viện kiểm sát kháng nghị Tòa án nhân dân cấp cao có thẩm quyền xem xét theo thủ tục tái thẩm quyết định miễn, giảm nghĩa vụ thi hành án đã có hiệu lực pháp luật của Tòa án trong phạm vi thẩm quyền theo lãnh thổ bị kháng nghị: Trình tự, thủ tục xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước được thực hiện theo quy định của Luật thi hành án dân sự","Thẩm quyền xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án được xác định như thế nào?","Thẩm quyền xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án được xác định bởi Tòa án nhân dân cấp huyện nơi cơ quan thi hành án dân sự đang tổ chức việc thi hành án có trụ sở, có thẩm quyền xét đề nghị việc miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước."
174,Điều 121: Cấm chuyển dịch quyền về tài sản đối với tài sản đang tranh chấp Cấm chuyển dịch quyền về tài sản đối với tài sản đang tranh chấp được áp dụng nếu trong quá trình giải quyết vụ án có căn cứ cho thấy người đang chiếm hữu hoặc giữ tài sản đang tranh chấp có hành vi chuyển dịch quyền về tài sản đối với tài sản đang tranh chấp cho người khác,Người nào có thể yêu cầu áp dụng quy định cấm chuyển dịch quyền về tài sản đối với tài sản đang tranh chấp?,Bất kỳ bên nào tham gia vào vụ án và có quyền và căn cứ cho rằng có hành vi chuyển dịch quyền về tài sản đối với tài sản đang tranh chấp có thể yêu cầu áp dụng quy định cấm chuyển dịch quyền.
101,"Điều 205: Nguyên tắc tiến hành hòa giải Trong thời hạn chuẩn bị xét xử sơ thẩm vụ án, Tòa án tiến hành hòa giải để các đương sự thoả thuận với nhau về việc giải quyết vụ án, trừ những vụ án không được hòa giải hoặc không tiến hành hòa giải được quy định tại Điều 206 và Điều 207 của Bộ luật này hoặc vụ án được giải quyết theo thủ tục rút gọn: Việc hòa giải được tiến hành theo các nguyên tắc sau đây Tôn trọng sự tự nguyện thoả thuận của các đương sự, không được dùng vũ lực hoặc đe dọa dùng vũ lực, bắt buộc các đương sự phải thoả thuận không phù hợp với ý chí của mình Nội dung thoả thuận giữa các đương sự không vi phạm điều cấm của luật, không trái đạo đức xã hội",Tại sao Tòa án tiến hành hòa giải trong quá trình chuẩn bị xét xử sơ thẩm vụ án?,Tòa án tiến hành hòa giải để các đương sự có cơ hội thoả thuận về việc giải quyết vụ án và tránh việc tiến hành xét xử sơ thẩm nếu có thể.
63,"Điều 335: Thay đổi, bổ sung, rút kháng nghị giám đốc thẩm Người đã kháng nghị giám đốc thẩm có quyền thay đổi, bổ sung kháng nghị nếu chưa hết thời hạn kháng nghị quy định tại Điều 334 của Bộ luật này: Việc thay đổi, bổ sung phải được thực hiện bằng quyết định: Quyết định thay đổi, bổ sung kháng nghị phải được gửi theo quy định tại Điều 336 của Bộ luật này: Người đã kháng nghị có quyền rút một phần hoặc toàn bộ kháng nghị trước khi mở phiên tòa hoặc tại phiên tòa giám đốc thẩm: Việc rút kháng nghị phải được thực hiện bằng quyết định: Khi nhận được quyết định rút toàn bộ kháng nghị, Tòa án giám đốc thẩm ra quyết định đình chỉ việc xét xử giám đốc thẩm",Làm thế nào để thực hiện việc rút kháng nghị?,Việc rút kháng nghị phải được thực hiện bằng quyết định.
140,"Điều 361: Phạm vi áp dụng Việc dân sự là việc cơ quan, tổ chức, cá nhân không có tranh chấp, nhưng có yêu cầu Tòa án công nhận hoặc không công nhận một sự kiện pháp lý là căn cứ làm phát sinh quyền, nghĩa vụ dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động của mình hoặc của cơ quan, tổ chức, cá nhân khác yêu cầu Tòa án công nhận cho mình quyền về dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động: Những quy định của Phần này được áp dụng để giải quyết việc dân sự quy định tại các khoản 1, 2, 3, 4, 6, 7, 8, 9 và 10 Điều 27, các khoản 1, 2, 3, 4, 5, 6, 7, 8, 10 và 11 Điều 29, các khoản 1, 2, 3 và 6 Điều 31, các khoản 1, 2 và 5 Điều 33 của Bộ luật này: Trường hợp Phần này không quy định thì áp dụng những quy định khác của Bộ luật này để giải quyết việc dân sự",Điều gì là việc dân sự theo quy định của Điều 361 của Bộ luật này?,"Việc dân sự là việc cơ quan, tổ chức, cá nhân không có tranh chấp, nhưng có yêu cầu Tòa án công nhận hoặc không công nhận một sự kiện pháp lý là căn cứ làm phát sinh quyền, nghĩa vụ dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động của mình hoặc của cơ quan, tổ chức, cá nhân khác yêu cầu Tòa án công nhận cho mình quyền về dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động."
127,"Điều 401: Yêu cầu tuyên bố hợp đồng lao động vô hiệu, thỏa ước lao động tập thể vô hiệu Người lao động, người sử dụng lao động, tổ chức đại diện tập thể lao động, cơ quan nhà nước có thẩm quyền có quyền yêu cầu Tòa án có thẩm quyền tuyên bố hợp đồng lao động, thỏa ước lao động tập thể vô hiệu khi có căn cứ theo quy định của Bộ luật lao động: Đơn yêu cầu của người lao động, người sử dụng lao động, tổ chức đại diện tập thể lao động, văn bản yêu cầu của cơ quan nhà nước có thẩm quyền phải có các nội dung quy định tại khoản 2 Điều 362 của Bộ luật này","Điều kiện nào phải có trong đơn yêu cầu tuyên bố hợp đồng lao động, thỏa ước lao động tập thể vô hiệu?","Đơn yêu cầu của người lao động, người sử dụng lao động, tổ chức đại diện tập thể lao động, văn bản yêu cầu của cơ quan nhà nước có thẩm quyền phải có các nội dung quy định tại khoản 2 Điều 362 của Bộ luật lao động."
48,"Điều 325: Tính chất của giám đốc thẩm Giám đốc thẩm là xét lại bản án, quyết định của Tòa án đã có hiệu lực pháp luật nhưng bị kháng nghị giám đốc thẩm khi có căn cứ quy định tại Điều 326 của Bộ luật này",Vai trò của giám đốc thẩm trong hệ thống tư pháp là gì?,"Vai trò của giám đốc thẩm trong hệ thống tư pháp là xem xét lại bản án, quyết định của Tòa án đã có hiệu lực pháp luật khi có kháng nghị, và điều này được quy định tại Điều 325 của Bộ luật."
98,"Điều 367: Những người tham gia phiên họp giải quyết việc dân sự Kiểm sát viên Viện kiểm sát cùng cấp phải tham gia phiên họp trường hợp Kiểm sát viên vắng mặt thì Tòa án vẫn tiến hành phiên họp: Người yêu cầu hoặc người đại diện hợp pháp, người bảo vệ quyền và lợi ích hợp pháp của họ phải tham gia phiên họp theo giấy triệu tập của Tòa án: Người yêu cầu vắng mặt lần thứ nhất thì Tòa án hoãn phiên họp, trừ trường hợp người yêu cầu đề nghị Tòa án giải quyết việc dân sự vắng mặt họ: Trường hợp người yêu cầu đã được triệu tập hợp lệ lần thứ hai mà vẫn vắng mặt thì bị coi là từ bỏ yêu cầu và Tòa án ra quyết định đình chỉ giải quyết việc dân sự trong trường hợp này, quyền yêu cầu Tòa án giải quyết việc dân sự đó theo thủ tục do Bộ luật này quy định vẫn được bảo đảm: Người có quyền lợi, nghĩa vụ liên quan hoặc người đại diện hợp pháp, người bảo vệ quyền và lợi ích hợp pháp của họ được Tòa án triệu tập tham gia phiên họp: Trong trường hợp cần thiết, Tòa án có thể triệu tập người làm chứng, người giám định, người phiên dịch tham gia phiên họp nếu có người vắng mặt thì Tòa án quyết định hoãn phiên họp hoặc vẫn tiến hành phiên họp",Trường hợp nào Tòa án có thể tiến hành phiên họp giải quyết việc dân sự khi người yêu cầu vắng mặt?,"Trường hợp người yêu cầu vắng mặt lần thứ nhất, Tòa án hoãn phiên họp, trừ trường hợp người yêu cầu đề nghị Tòa án giải quyết việc dân sự vắng mặt họ."
17,"Điều 353: Thông báo và xác minh tình tiết mới được phát hiện Đương sự hoặc cơ quan, tổ chức, cá nhân khác có quyền phát hiện tình tiết mới của vụ án và thông báo bằng văn bản cho người có thẩm quyền kháng nghị quy định tại Điều 354 của Bộ luật này: Trường hợp phát hiện tình tiết mới của vụ án, Viện kiểm sát, Tòa án phải thông báo bằng văn bản cho người có thẩm quyền kháng nghị quy định tại Điều 354 của Bộ luật này",Tại sao việc thông báo tình tiết mới của vụ án quan trọng?,Việc thông báo tình tiết mới của vụ án quan trọng để đảm bảo rằng các quyền kháng nghị quy định tại Điều 354 của Bộ luật này được thực hiện đúng quy trình và công bằng.
24,"Điều 425: Quyền yêu cầu công nhận và cho thi hành hoặc không công nhận bản án, quyết định dân sự của Tòa án nước ngoài công nhận và cho thi hành phán quyết của Trọng tài nước ngoài Người được thi hành hoặc người đại diện hợp pháp của họ có quyền yêu cầu Tòa án Việt Nam công nhận và cho thi hành tại Việt Nam bản án, quyết định dân sự của Tòa án nước ngoài, phán quyết của Trọng tài nước ngoài, nếu cá nhân phải thi hành cư trú, làm việc tại Việt Nam hoặc cơ quan, tổ chức phải thi hành có trụ sở chính tại Việt Nam hoặc tài sản liên quan đến việc thi hành bản án, quyết định dân sự của Tòa án nước ngoài, phán quyết của Trọng tài nước ngoài có tại Việt Nam vào thời điểm yêu cầu: Người phải thi hành hoặc người đại diện hợp pháp của họ có quyền yêu cầu Tòa án Việt Nam không công nhận bản án, quyết định dân sự của Tòa án nước ngoài: Đương sự, người có quyền, lợi ích hợp pháp liên quan hoặc người đại diện hợp pháp của họ có quyền yêu cầu Tòa án Việt Nam không công nhận bản án, quyết định dân sự của của Tòa án nước ngoài không có yêu cầu thi hành tại Việt Nam","Ai có quyền yêu cầu Tòa án Việt Nam không công nhận bản án, quyết định dân sự của Tòa án nước ngoài?","Đương sự, người có quyền, lợi ích hợp pháp liên quan hoặc người đại diện hợp pháp của họ có quyền yêu cầu Tòa án Việt Nam không công nhận bản án, quyết định dân sự của Tòa án nước ngoài nếu không có yêu cầu thi hành tại Việt Nam."
179,"Điều 405: Thẩm quyền xét tính hợp pháp của cuộc đình công Tòa án nhân dân cấp tỉnh nơi xảy ra đình công có thẩm quyền xét tính hợp pháp của cuộc đình công: Tòa án nhân dân cấp cao có thẩm quyền giải quyết kháng cáo, kháng nghị đối với quyết định của Tòa án nhân dân cấp tỉnh về tính hợp pháp của cuộc đình công trong phạm vi thẩm quyền theo lãnh thổ",Ai có thẩm quyền xét tính hợp pháp của cuộc đình công tại một tỉnh nơi xảy ra đình công?,Tòa án nhân dân cấp tỉnh nơi xảy ra đình công có thẩm quyền xét tính hợp pháp của cuộc đình công.
90,"Điều 269: Cấp trích lục bản án giao, gửi bản án Trong thời hạn 03 ngày làm việc, kể từ ngày kết thúc phiên tòa, các đương sự, cơ quan, tổ chức, cá nhân khởi kiện được Tòa án cấp trích lục bản án: Trong thời hạn 10 ngày, kể từ ngày tuyên án, Tòa án phải giao hoặc gửi bản án cho các đương sự, cơ quan, tổ chức, cá nhân khởi kiện và Viện kiểm sát cùng cấp: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án giải quyết vụ án dân sự bảo vệ quyền lợi người tiêu dùng do tổ chức xã hội tham gia bảo vệ người tiêu dùng khởi kiện phải được niêm yết công khai tại trụ sở Tòa án và công bố công khai trên một trong các báo hàng ngày của trung ương hoặc địa phương trong ba số liên tiếp: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến trách nhiệm bồi thường của Nhà nước phải được Tòa án cấp sơ thẩm gửi cho cơ quan quản lý nhà nước có thẩm quyền về bồi thường nhà nước: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến việc thay đổi hộ tịch của cá nhân phải được Tòa án cấp sơ thẩm thông báo bằng văn bản kèm theo trích lục bản án cho Ủy ban nhân dân nơi đã đăng ký hộ tịch của cá nhân đó theo quy định của Luật hộ tịch: Thời hạn niêm yết, công bố, gửi bản án, thông báo quy định tại khoản này là 05 ngày làm việc, kể từ ngày bản án có hiệu lực pháp luật: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án được công bố trên Cổng thông tin điện tử của Tòa án (nếu có), trừ bản án, quyết định của Tòa án có chứa thông tin quy định tại khoản 2 Điều 109 của Bộ luật này",Bản án sơ thẩm có hiệu lực pháp luật đối với vụ án gì cần được niêm yết công khai và công bố công khai?,Bản án sơ thẩm có hiệu lực pháp luật của Tòa án đối với vụ án dân sự bảo vệ quyền lợi người tiêu dùng do tổ chức xã hội tham gia bảo vệ người tiêu dùng khởi kiện phải được niêm yết công khai tại trụ sở Tòa án và công bố công khai trên một trong các báo hàng ngày của trung ương hoặc địa phương trong ba số liên tiếp.
155,"Điều 213: Hiệu lực của quyết định công nhận sự thoả thuận của các đương sự Quyết định công nhận sự thoả thuận của các đương sự có hiệu lực pháp luật ngay sau khi được ban hành và không bị kháng cáo, kháng nghị theo thủ tục phúc thẩm: Quyết định công nhận sự thoả thuận của các đương sự chỉ có thể bị kháng nghị theo thủ tục giám đốc thẩm nếu có căn cứ cho rằng sự thoả thuận đó là do bị nhầm lẫn, lừa dối, đe dọa, cưỡng ép hoặc vi phạm điều cấm của luật, trái đạo đức xã hội",Quyết định công nhận sự thoả thuận của các đương sự có hiệu lực khi nào?,"Quyết định công nhận sự thoả thuận của các đương sự có hiệu lực pháp luật ngay sau khi được ban hành và không bị kháng cáo, kháng nghị theo thủ tục phúc thẩm."
156,"Điều 213: Hiệu lực của quyết định công nhận sự thoả thuận của các đương sự Quyết định công nhận sự thoả thuận của các đương sự có hiệu lực pháp luật ngay sau khi được ban hành và không bị kháng cáo, kháng nghị theo thủ tục phúc thẩm: Quyết định công nhận sự thoả thuận của các đương sự chỉ có thể bị kháng nghị theo thủ tục giám đốc thẩm nếu có căn cứ cho rằng sự thoả thuận đó là do bị nhầm lẫn, lừa dối, đe dọa, cưỡng ép hoặc vi phạm điều cấm của luật, trái đạo đức xã hội",Quyết định công nhận sự thoả thuận của các đương sự có thể bị kháng nghị theo thủ tục nào?,Quyết định công nhận sự thoả thuận của các đương sự chỉ có thể bị kháng nghị theo thủ tục giám đốc thẩm.
32,Điều 125: Phong tỏa tài sản ở nơi gửi giữ Phong tỏa tài sản ở nơi gửi giữ được áp dụng nếu trong quá trình giải quyết vụ án có căn cứ cho thấy người có nghĩa vụ có tài sản đang gửi giữ và việc áp dụng biện pháp này là cần thiết để bảo đảm cho việc giải quyết vụ án hoặc bảo việc thi hành án,Ai có thể yêu cầu áp dụng biện pháp phong tỏa tài sản ở nơi gửi giữ?,Biện pháp phong tỏa tài sản ở nơi gửi giữ có thể được yêu cầu bởi cơ quan tố tụng hoặc Tòa án có thẩm quyền giải quyết vụ án trong quá trình giải quyết vụ án.
29,Điều 125: Phong tỏa tài sản ở nơi gửi giữ Phong tỏa tài sản ở nơi gửi giữ được áp dụng nếu trong quá trình giải quyết vụ án có căn cứ cho thấy người có nghĩa vụ có tài sản đang gửi giữ và việc áp dụng biện pháp này là cần thiết để bảo đảm cho việc giải quyết vụ án hoặc bảo việc thi hành án,Ai có thẩm quyền quyết định áp dụng biện pháp phong tỏa tài sản ở nơi gửi giữ?,Thẩm quyền quyết định áp dụng biện pháp phong tỏa tài sản ở nơi gửi giữ thuộc về cơ quan tố tụng hoặc Tòa án có thẩm quyền giải quyết vụ án.
74,Điều 70:,Đương sự trong tố tụng có quyền và nghĩa vụ gì?,"Trong tố tụng, đương sự có quyền và nghĩa vụ sau đây: Tôn trọng Tòa án và chấp hành nghiêm chỉnh nội quy phiên tòa. Nộp tiền tạm ứng án phí, tạm ứng lệ phí, án phí, lệ phí và chi phí tố tụng khác theo quy định của pháp luật. Cung cấp đầy đủ, chính xác địa chỉ nơi cư trú, trụ sở của mình trong quá trình Tòa án giải quyết vụ việc. Nếu có thay đổi địa chỉ, phải thông báo kịp thời cho đương sự khác và Tòa án. Giữ nguyên, thay đổi, bổ sung hoặc rút yêu cầu theo quy định của Bộ luật Dân sự. Cung cấp tài liệu, chứng cứ chứng minh để bảo vệ quyền và lợi ích hợp pháp của mình. Yêu cầu cơ quan, tổ chức, cá nhân đang lưu giữ, quản lý tài liệu, chứng cứ cung cấp tài liệu, chứng cứ đó cho mình. Đề nghị Tòa án xác minh, thu thập tài liệu, chứng cứ của vụ việc mà tự mình không thể thực hiện được."
64,"Điều 335: Thay đổi, bổ sung, rút kháng nghị giám đốc thẩm Người đã kháng nghị giám đốc thẩm có quyền thay đổi, bổ sung kháng nghị nếu chưa hết thời hạn kháng nghị quy định tại Điều 334 của Bộ luật này: Việc thay đổi, bổ sung phải được thực hiện bằng quyết định: Quyết định thay đổi, bổ sung kháng nghị phải được gửi theo quy định tại Điều 336 của Bộ luật này: Người đã kháng nghị có quyền rút một phần hoặc toàn bộ kháng nghị trước khi mở phiên tòa hoặc tại phiên tòa giám đốc thẩm: Việc rút kháng nghị phải được thực hiện bằng quyết định: Khi nhận được quyết định rút toàn bộ kháng nghị, Tòa án giám đốc thẩm ra quyết định đình chỉ việc xét xử giám đốc thẩm",Tòa án giám đốc thẩm có thẩm quyền làm gì khi nhận được quyết định rút toàn bộ kháng nghị?,"Khi nhận được quyết định rút toàn bộ kháng nghị, Tòa án giám đốc thẩm ra quyết định đình chỉ việc xét xử giám đốc thẩm."
153,"Điều 358: Yêu cầu, kiến nghị, đề nghị xem xét lại quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao Khi có căn cứ xác định quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao có vi phạm pháp luật nghiêm trọng hoặc phát hiện tình tiết quan trọng mới có thể làm thay đổi cơ bản nội dung quyết định mà Hội đồng Thẩm phán Tòa án nhân dân tối cao, đương sự đã không thể biết được khi ra quyết định đó, nếu có yêu cầu của Ủy ban thường vụ Quốc hội, kiến nghị của Ủy ban tư pháp của Quốc hội, kiến nghị của Viện trưởng Viện kiểm sát nhân dân tối cao hoặc đề nghị của Chánh án Tòa án nhân dân tối cao thì Hội đồng Thẩm phán Tòa án nhân dân tối cao xem xét lại quyết định đó: Trường hợp có yêu cầu của Ủy ban thường vụ Quốc hội thì Chánh án Tòa án nhân dân tối cao có trách nhiệm báo cáo Hội đồng Thẩm phán Tòa án nhân dân tối cao để xem xét lại quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao: Trường hợp có kiến nghị của Ủy ban tư pháp của Quốc hội, kiến nghị của Viện trưởng Viện kiểm sát nhân dân tối cao hoặc Chánh án Tòa án nhân dân tối cao phát hiện vi phạm, tình tiết mới thì Chánh án Tòa án nhân dân tối cao có trách nhiệm báo cáo Hội đồng Thẩm phán Tòa án nhân dân tối cao xem xét kiến nghị, đề nghị đó: Phiên họp của Hội đồng Thẩm phán Tòa án nhân dân tối cao xem xét kiến nghị, đề nghị quy định tại khoản 3 Điều này phải có sự tham dự của Viện trưởng Viện kiểm sát nhân dân tối cao",Quyết định xem xét lại quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao do ai đề nghị?,"Quyết định xem xét lại quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao có thể do Ủy ban thường vụ Quốc hội yêu cầu, Ủy ban tư pháp của Quốc hội kiến nghị, Viện trưởng Viện kiểm sát nhân dân tối cao hoặc Chánh án Tòa án nhân dân tối cao đề nghị."
92,"Điều 269: Cấp trích lục bản án giao, gửi bản án Trong thời hạn 03 ngày làm việc, kể từ ngày kết thúc phiên tòa, các đương sự, cơ quan, tổ chức, cá nhân khởi kiện được Tòa án cấp trích lục bản án: Trong thời hạn 10 ngày, kể từ ngày tuyên án, Tòa án phải giao hoặc gửi bản án cho các đương sự, cơ quan, tổ chức, cá nhân khởi kiện và Viện kiểm sát cùng cấp: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án giải quyết vụ án dân sự bảo vệ quyền lợi người tiêu dùng do tổ chức xã hội tham gia bảo vệ người tiêu dùng khởi kiện phải được niêm yết công khai tại trụ sở Tòa án và công bố công khai trên một trong các báo hàng ngày của trung ương hoặc địa phương trong ba số liên tiếp: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến trách nhiệm bồi thường của Nhà nước phải được Tòa án cấp sơ thẩm gửi cho cơ quan quản lý nhà nước có thẩm quyền về bồi thường nhà nước: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến việc thay đổi hộ tịch của cá nhân phải được Tòa án cấp sơ thẩm thông báo bằng văn bản kèm theo trích lục bản án cho Ủy ban nhân dân nơi đã đăng ký hộ tịch của cá nhân đó theo quy định của Luật hộ tịch: Thời hạn niêm yết, công bố, gửi bản án, thông báo quy định tại khoản này là 05 ngày làm việc, kể từ ngày bản án có hiệu lực pháp luật: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án được công bố trên Cổng thông tin điện tử của Tòa án (nếu có), trừ bản án, quyết định của Tòa án có chứa thông tin quy định tại khoản 2 Điều 109 của Bộ luật này","Thời hạn niêm yết, công bố, gửi bản án, thông báo quy định tại khoản này là bao lâu?","Thời hạn niêm yết, công bố, gửi bản án, thông báo quy định tại khoản này là 05 ngày làm việc, kể từ ngày bản án có hiệu lực pháp luật."
